foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
新營、白河、麻豆、佳里分局,衛生福利部新營醫院,OMA00001,民權里,臺南市新營區民權里14鄰信義街73號,,,1.0,105.0,新營分局,
新營、白河、麻豆、佳里分局,衛生福利部新營醫院,OMA00006,民權里,臺南市新營區民權里14鄰信義街73號,,,1.0,200.0,新營分局,
新營、白河、麻豆、佳里分局,衛生福利部新營醫院,OMA00007,民權里,臺南市新營區民權里14鄰信義街73號,,,1.0,871.0,新營分局,
新營、白河、麻豆、佳里分局,市府公宅輔建互助會,OMA00010,民權里,臺南市新營區民權里17鄰民治路53巷11號,,,1.0,2180.0,新營分局,
新營、白河、麻豆、佳里分局,中正世家大樓,OMA00011,忠政里,臺南市新營區忠政里10鄰中正路53之2號,,,1.0,283.0,新營分局,
新營、白河、麻豆、佳里分局,日新大樓,OMA00012,永平里,臺南市新營區永平里15鄰復興路85號,,,1.0,537.0,新營分局,
新營、白河、麻豆、佳里分局,一般住宅,OMA00013,南興里,臺南市新營區南興里1鄰延平路140巷8號,,,1.0,355.0,新營分局,
新營、白河、麻豆、佳里分局,我家別墅大樓,OMA00014,民榮里,臺南市新營區民榮里12鄰興農街38號,,,1.0,723.0,新營分局,
新營、白河、麻豆、佳里分局,名悅賓館,OMA00016,民生里,臺南市新營區民生里6鄰民生路20號,,,1.0,114.0,新營分局,
新營、白河、麻豆、佳里分局,君館商務旅館,OMA00017,三仙里,臺南市新營區三仙里11鄰民權路25之3號,,,1.0,66.0,新營分局,
新營、白河、麻豆、佳里分局,小雅望族,OMA00018,民權里,臺南市新營區民權里11鄰信義街53巷3之4號,,,1.0,77.0,新營分局,
新營、白河、麻豆、佳里分局,新民國小,OMA00023,民生里,臺南市新營區民生里18鄰公園路一段136號,,,1.0,220.0,新營分局,
新營、白河、麻豆、佳里分局,一客發建設公司,OMA00025,三仙里,臺南市新營區三仙里4鄰三興街52號,,,1.0,417.0,新營分局,
新營、白河、麻豆、佳里分局,妙法寺,OMA00026,民榮里,臺南市新營區民榮里14鄰復興路161巷42號,,,1.0,461.0,新營分局,
新營、白河、麻豆、佳里分局,世洋飯店,OMA00027,民榮里,臺南市新營區民榮里18鄰新進路二段316號,,,1.0,868.0,新營分局,
新營、白河、麻豆、佳里分局,金山御花園,OMA00028,民榮里,臺南市新營區民榮里20鄰裕民路16巷2之4號,,,1.0,105.0,新營分局,
